sent,codes,test
"""the link in ""website with java implementation"" is dead.""","[""'Others'""]",0.151107041
"""!.""","[""'Others'""]",0.513013547
"""Behind the scenes you can then plugin whatever f/w you desire as mentioned by Travis.""","[""'Others'""]",0.780659479
"""You should avoid mixing AWT and Swing components within the same UI, they tend not to play well together.""","[""'Compatibility'""]",0.998269966
"""BTW - I am the project lead for JBoss Messaging and HornetQ.""","[""'Community'""]",0.896333626
"""I have looked on few NLPs like URL_http://alias-i.com/lingpipe/index.html [LingPipe] , OpenPL, URL_http://nlp.stanford.edu/index.shtml [Stanford-NLP] .""","[""'Others'""]",0.790556261
"""Apache commons is meant to bridge different logging frameworks, but really just adds more complexity.""","[""'Usability'""]",0.803481595
"""Performance will be the same anyway I think.""","[""'Performance'""]",0.822123993
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.404893057
"""You can, however, limit it to UNIX domain sockets, and write a proxy with SSL/SSH to let you have authenticated and encrypted external connections that are then proxied into the UNIX domain socket.""","[""'Security'""]",0.17568026
"""AWT occupies more memory space2 .""","[""'Performance'""]",0.791436752
"""The exact solution will depend on the DB used.""","[""'Others'""]",0.139053725
"""thanks :) jaas book is really good.""","[""'Documentation'""]",0.629417762
"""Only the version that takes a byte[] parameter is.""","[""'Others'""]",0.918007697
"""That is, do use methods that depend on the platform default encoding.""","[""'Usability'"", ""'Portability'""]",0.857758405
"""Spring does have an integration point that might be of interest to you: URL_http://static.springframework.org/spring/docs/2.5.x/reference/ejb.html [EJB-3-injection-nterceptor] .""","[""'Usability'""]",0.879673647
"""Like I said, it's by no means a comprehensive benchmark.""","[""'Performance'""]",0.522164753
"""Also, at least in my scenario, HUC is noticeably faster (mostly single-threaded, haven't done any testing under heavy load).""","[""'Performance'""]",0.315693189
"""The drag and drop features and auto-code generation are quite mature.""","[""'Usability'""]",0.911111424
"""Here's how you'd do (essentially) the same thing in Shiro: CODESNIPPET_JAVA2 .""","[""'Others'""]",0.0539947
"""How to get arabic date when the user selected language is Arabic and date in english format when selected language is english in spring application ?""","[""'Others'""]",0.38859894
"""Amazing that the bug has been marked ""Will Not Fix"".""","[""'Bug'""]",0.041370766
""" 1.""","[""'Others'""]",0.82322724
"""Restlet API** First, there is the ""Restlet API"", a neutral API supporting the concepts of REST and facilitating the handling of calls for both client-side and server- side applications.""","[""'Others'""]",0.8235245
"""You're tagging this question with [key-value-store] and many answers below are about graph oriented db, document oriented db, OODB.""","[""'Community'""]",0.558384993
"""It seems to be always lazily implemented and never tells exactly what caused it, even as simple as ""class x.y.Z is null"" would help a lot in debugging such cases.""","[""'Bug'"", ""'Usability'""]",0.477066843
"""@jmort253 We noticed performance regression after updating some library in our product for several times.""","[""'Performance'""]",0.718944795
"""Check out the [User Guide]( URL_http://sites.google.com/site/gson/gson-user-guide ) to get started.""","[""'Documentation'""]",0.815208347
"""JavaFX is bundled with Java 7 since u06.""","[""'Others'""]",0.768824362
"""However, most of them require that you place Java annotations in your classes something that you can not do if you do not have access to the source-code.""","[""'Others'""]",0.258506034
"""As mentioned above, available() is not the way to go.""","[""'Usability'""]",0.292604844
"""If you only wish to invoke a REST service and parse the response you can try out URL_http://code.google.com/p/rest-assured/ [REST-Assured] : CODESNIPPET_JAVA1 .""","[""'Others'""]",0.747523152
"""I like Elliott Rusty Harold, so I tend to reach for JDOM first.""","[""'Community'""]",0.434281866
"""\\\A works because there is no ""other beginning of file"", so you are in fact read the last token...which is also the first.""","[""'Usability'""]",0.041286623
"""If you're running inside your ide you can just set a breakpoint and use the ""evaluate expression"" functionality of your ide on each element successively.""","[""'Usability'""]",0.003923613
"""Like most code generation tools, it might get you started, but eventually you will have to maintain the generated code yourself.""","[""'Others'""]",0.062937267
"""(I thought I would use log4j directly, but that was before I learned a little bit more about logging and a lot of respectable libraries seem to choose the path of a bridge/facade for their logging needs.""","[""'Compatibility'""]",0.876335859
"""In a JDK, they should be placed under CODETERM10 Based on the problem description, it sounds like the policy files are not correctly installed.""","[""'Usability'""]",0.711018527
"""Also, a common mis-perception is that ""nio"" is _faster_ than ""io"".""","[""'Performance'""]",0.963840206
"""@Fahim: scroll down in the code example.""","[""'Others'""]",0.583905916
"""Also it does not need to lock down partsof code that you cant edit, you may edit code by hand, and VE is stillable to work with your changes.""","[""'Others'""]",0.690675516
"""But as the webapp gets larger, the benefit of having a tested library to handle all the low-level stuff really does win out.""","[""'Usability'""]",0.821243122
"""Java is high level compared with C but low compared with Python or Ruby.""","[""'Usability'""]",0.9887403
"""""I also want to use the opportunity to do a starter project using a NoSQL database""?""","[""'Usability'""]",0.32574523
"""@ThorbjrnRavnAndersen - consider editing top answer for Java JSON library with your comment.""","[""'Others'""]",0.223995196
"""Listening to Web browsers** Now, we want to see how the Restlet framework can listen to client requests and reply to them.""","[""'Others'""]",0.410408126
"""You then say ""Those connections stay open until they time out or you send the client a message.""","[""'Others'""]",0.821208605
"""The ""TODO"" bits you need to do yourself :-) .""","[""'Usability'""]",0.581951852
"""The type CODETERM6 setting is overriding the CODETERM7 type that it should be.""","[""'Others'""]",0.185892169
"""Matisse did use to have an extra dependency on GroupLayout but now it's included in jre so there is no dependency on SAF.""","[""'Usability'""]",0.206120486
"""Connect your debugger to the proxy client.""","[""'Others'""]",0.759233315
"""And so you try to delete the folder before it is empty.""","[""'Others'""]",0.954447872
"""I tried Jackson when I was doing interoperability between .NET and Java and dates was a mess for me.""","[""'Portability'""]",0.990258018
"""I was playing with bitap written in ANSI C and it was pretty fast there is java implementation in URL_http://www.crosswire.org [ URL_http://www.crosswire.org ] .""","[""'Performance'""]",0.721134999
"""They do have some advanced component's like a TreeTable.""","[""'Usability'""]",0.517953327
"""The connectors section lists all available client and server connectors and explain how to use and configure them.""","[""'Others'""]",0.79050065
"""It's simple to use and is concise.""","[""'Usability'""]",0.871459168
"""When the poller first notices it, it throws and immediately catches the TurnOnDebuggerException.""","[""'Bug'""]",0.53952329
"""Here's a way using only standard Java library (note that the stream is not closed, YMMV).""","[""'Usability'""]",0.175350137
"""The best sql parser for Java +1.""","[""'Usability'""]",0.778197003
"""StringBuffer is the exact same thing as of StringBuilder except that all his method are synchronized.""","[""'Others'""]",0.995607275
""" Note: This answer largely replaces my Java 6 version.""","[""'Documentation'""]",0.337744984
"""Configure the backend to log all categories to one file, and you're done.""","[""'Compatibility'""]",0.315128904
"""Or maybe this link is easier to read: URL_http://www.xyzws.com/Javafaq/how-to-use-httpurlconnection-post-data-to- web-server/139 [ URL_http://www.xyzws.com/Javafaq/how-to-use-httpurlconnection - post-data-to-web-server/139] If Java Almanac is down, try URL_http://www.xyzws.com/Javafaq/how-to-use- httpurlconnection-post-data-to-web-server/139 [this-one] .""","[""'Documentation'"", ""'Usability'""]",0.285439577
"""); I am also in the company behind Querydsl.""","[""'Others'""]",0.274373779
"""Hurray.""","[""'OnlySentiment'""]",0.642189088
"""Many libraries help you to do this but the file format is fixed: JSON: URL_http://jackson.codehaus.org/ [Jackson] , URL_http://code.google.com/p/google-gson/ [GSON] XML: URL_http://jaxb.java.net/ [JAXB] .""","[""'Usability'""]",0.506369182
"""I'd look at Apache Shiro or Spring Security.""","[""'Security'""]",0.080077838
"""I don't know if I must an annotation or any other additional thing to CODETERM3 B) As I have specified, the primery key is composed by 3 concepts, and CODETERM4 is required.""","[""'Others'""]",0.834203694
